Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type
25.91276887,-80.13784931,43:49.3,2/4/22,4,0.811,39.24,-7.155757217,3.05,109,102.24,1.05,-2.9,27.4,0.01,2.93,2.94,91,28,504.3,16.3,-1.7,D,1187.1,1,12.656,1,0.97,160,99.85,-80.13772464,25.9127494,0,0,1,N,2.913475,63,63,11,145,145,106.6301,0,9999.99,2.94,3.067,2,9,26.2,0,26.29999924,37.75,1540.3433,2/4/22,16:18:57,22.49,56.68,37.75,1.166,7.75,-43.7,-4.6,-3.9,-2401,88.2,6.14,12.5,
25.91276565,-80.13784388,43:50.3,2/4/22,4,0.578,39.24,-7.155757217,3.05,110.6,103.72,1.11,-1.68,27.4,0.01,3.05,3.06,91,28,504.3,16.3,-1.7,D,1187.1,1,12.062,1,1.05,160,98.61,-80.13772464,25.9127494,0,0,1,N,2.525453,64,64,11,130,130,104.1415,0,9999.99,3.06,3.187,2,9,26.2,0,26.20000076,37.02,1539.33273,2/4/22,16:18:59,22.44,55.71,37.02,1.205,7.75,-43.7,-4.8,-0.6,-3542,87.7,6.14,12.4,
25.91276247,-80.13783863,43:51.3,2/4/22,4,1.244,39.24,-7.155757217,3.05,110.7,103.81,1.1,-1.07,27.4,0.01,3.2,3.21,91,28,504.3,16.3,-1.7,D,1206.2,1,11.494,1,1.15,160,97.26,-80.13772464,25.9127494,0,0,1,N,2.14122,64,64,11,118,118,101.6018,0,9999.99,3.21,3.337,2,9,26.1,0,26.20000076,37.02,1539.33273,2/4/22,16:18:59,22.44,55.71,37.02,1.205,7.75,-43.7,-4.8,-0.6,-3542,87.7,6.14,12.4,
25.912759,-80.13783204,43:52.3,2/4/22,4,1.521,39.24,-7.155757217,3.05,110.6,103.72,0.97,-2.6,27.4,0.01,3.25,3.26,91,28,504.3,16.3,-1.7,D,1206.2,1,10.794,1,1.19,160,95.67,-80.13772464,25.9127494,0,0,1,N,1.716599,63,63,11,107,107,98.72919,0,9999.99,3.26,3.387,2,9,26.1,0,26.10000038,38.57,1540.76444,2/4/22,16:19:00,22.47,57.78,38.57,1.191,7.75,-43.7,-4.7,-2.1,-1097,87.7,6.08,12.7,
25.91275442,-80.13782418,43:53.3,2/4/22,4,1.287,39.24,-7.155757217,3.05,110.2,103.35,0.69,-3.02,27.4,0.01,3.24,3.25,91,28,504.3,16.3,-1.7,D,1206.2,1,9.971,1,1.23,160,93.21,-80.13772464,25.9127494,0,0,1,N,1.164092,61,61,11,93,93,94.89819,0,9999.99,3.25,3.377,2,9,26,0,26,38.03,1539.95577,2/4/22,16:19:02,22.45,57.06,38.03,1.214,7.75,-43.7,-3.9,-0.8,-5916,87.1,6.05,12.6,
25.91274941,-80.1378161,43:54.3,2/4/22,4,1.268,39.24,-7.155757217,3.05,108.2,101.5,1.29,-2.07,27.4,0.01,3.25,3.26,91,28,504.3,16.3,-1.7,D,1200.6,1,9.147,1,1.27,160,90.01,-80.13772464,25.9127494,0,0,1,N,0.5603398,65,65,11,84,84,90.62566,0,9999.99,3.26,3.387,2,9,26,0,26,38.57,1540.5352,2/4/22,16:19:03,22.45,57.78,38.57,1.191,7.75,-43.7,-4.9,4.1,-3741,86.8,6.02,12.5,
25.91274553,-80.13780779,43:55.3,2/4/22,4,1.508,39.24,-7.155757217,3.05,107.2,100.57,1,-3,27.4,0,3.28,3.29,91,28,504.3,16.3,-1.7,D,1200.6,1,8.328,1,1.34,159,87.03,-80.13772464,25.9127494,0,0,1,N,0.4388277,63,63,11,76,76,87.70406,0,9999.99,3.29,3.417,2,9,25.9,0,25.89999962,37.79,1539.46691,2/4/22,16:19:04,22.41,56.74,37.79,1.248,7.75,-43.7,-3.6,2.5,-2975,86.5,6.03,12.6,
25.91274318,-80.13780044,43:56.4,2/4/22,4,1.373,39.24,-7.155757217,3.05,105.1,98.62,0.93,-2.16,27.4,0.01,3.28,3.29,91,28,504.3,16.3,-1.7,D,1200.6,1,7.613,1,1.35,159,84.79,-80.13772464,25.9127494,0,0,1,N,0.2260465,63,63,11,73,73,85.00036,0,9999.99,3.29,3.417,2,9,25.9,0,25.89999962,37.79,1539.46691,2/4/22,16:19:04,22.41,56.74,37.79,1.248,7.75,-43.7,-3.6,2.5,-2975,86.5,6.03,12.6,
25.91274153,-80.13779467,43:57.4,2/4/22,5,1.136,39.24,-7.155757217,1.78,101.8,95.55,0.88,0.01,27.5,0.01,3.26,3.27,91,28,504.3,16.3,-1.7,D,1200.6,1,7.059,1,1.38,159,82.88,-80.13772464,25.9127494,0,0,1,N,0.4426404,63,63,11,77,77,83.45181,0,9999.99,3.27,3.397,2,9,25.8,0,25.79999924,37.12,1538.51632,2/4/22,16:19:06,22.42,55.84,37.12,1.182,7.75,-43.8,-5,-0.8,-3565,86,6.02,12.6,
25.91274139,-80.1377863,43:58.4,2/4/22,5,0.904,39.24,-7.155757217,1.78,99.3,93.22,0.9,-1.11,27.5,0.01,3.25,3.26,91,28,504.3,16.3,-1.7,D,1213.1,1,6.232,1,1.38,158,81.78,-80.13772464,25.9127494,0,0,1,N,0.5076824,62,62,11,86,86,82.98748,0,9999.99,3.26,3.387,2,9,25.8,0,25.79999924,38.19,1539.66585,2/4/22,16:19:07,22.44,57.27,38.19,1.201,7.75,-43.8,-4,0.2,-4583,85.7,5.96,12.5,
25.9127406,-80.13778084,43:59.4,2/4/22,5,1.219,76.84,-7.155757217,1.78,96.3,90.42,1.17,-1.4,27.5,0.01,3.25,3.26,91,28,504.3,16.3,-1.7,D,1213.1,2,23.245,1,1.34,158,88.95,-80.13754847,25.91274442,0,0,1,N,1.155541,64,64,11,114,114,87.07507,0,9999.99,3.26,3.387,2,9,25.8,0,25.79999924,38.19,1539.66585,2/4/22,16:19:07,22.44,57.27,38.19,1.201,7.75,-43.8,-4,0.2,-4583,85.7,5.96,12.5,
25.91274201,-80.13777201,44:00.4,2/4/22,5,1.445,85.97,-7.155757217,1.78,94.1,88.36,1.11,0.45,27.4,0.01,3.25,3.26,91,28,504.3,16.3,-1.7,D,1213.1,2,22.359,1,1.33,157,89.31,-80.13754847,25.91274442,0,0,1,N,0.9731283,64,64,11,124,124,87.54214,0,9999.99,3.26,3.387,2,9,25.7,0,25.70000076,37.45,1538.63818,2/4/22,16:19:08,22.42,56.29,37.45,1.224,7.75,-43.8,-3.7,-2.9,-2978,85.4,5.96,12.6,
25.91274294,-80.13776397,44:01.4,2/4/22,5,1.348,86.93,-7.155757217,1.78,92.8,87.13,1.24,-3.3,27.4,0.01,3.25,3.26,91,27,504.3,16.3,-1.6,D,1253.5,2,21.554,1,1.31,157,89.56,-80.13754847,25.91274442,0,0,1,N,0.8477005,64,64,11,128,128,87.84058,0,9999.99,3.26,3.387,2,9,25.7,0,25.70000076,38.87,1540.16519,2/4/22,16:19:10,22.43,58.17,38.87,1.205,7.75,-44.1,-4.3,0.2,-2267,85,5.88,12.5,
25.91274414,-80.13775569,44:02.4,2/4/22,5,0.877,86.93,-7.155757217,1.78,92.4,86.76,1.2,-1.15,27.5,0.01,3.23,3.24,91,27,504.3,16.3,-1.6,D,1253.5,2,20.725,1,1.29,157,89.91,-80.13754847,25.91274442,0,0,1,N,0.68924,64,64,11,134,134,88.33504,0,9999.99,3.24,3.367,2,9,25.7,0,25.70000076,38.87,1540.16519,2/4/22,16:19:10,22.43,58.17,38.87,1.205,7.75,-44.1,-4.3,0.2,-2267,85,5.88,12.5,
25.91274537,-80.13774772,44:03.4,2/4/22,5,1.129,87.29,-7.155757217,1.78,92.3,86.66,0.99,-2.05,27.5,0.01,3.23,3.24,91,27,504.3,16.3,-1.6,D,1253.5,2,19.928,1,1.29,156,90.3,-80.13754847,25.91274442,0,0,1,N,0.5268905,63,63,11,136,136,88.93744,0,9999.99,3.24,3.367,2,9,25.6,0,25.60000038,37.75,1538.72802,2/4/22,16:19:11,22.39,56.68,37.75,1.206,7.75,-43.7,-4.1,-1.8,-1948,84.5,5.9,12.6,
25.91274804,-80.13773937,44:04.4,2/4/22,5,1.46,85.06,-7.155757217,1.78,91.4,85.82,0.98,-2.91,27.5,0.01,3.22,3.23,91,27,504.3,16.3,-1.6,D,1253.5,2,19.097,1,1.3,156,91.21,-80.13754847,25.91274442,0,0,1,N,0.2052719,64,64,11,145,145,90.58424,0,9999.99,3.23,3.357,2,9,25.6,0,25.60000038,37.28,1538.22212,2/4/22,16:19:13,22.39,56.05,37.28,1.205,7.75,-43.8,-5.5,-1.5,-2064,83.9,5.87,12.4,
25.91274841,-80.13773274,44:05.4,2/4/22,5,1.214,87.59,-7.155757217,1.78,92.1,86.48,1.26,-1.95,27.5,0,3.21,3.21,91,26,504.3,16.3,-1.6,D,1286.5,2,18.436,1,1.27,156,91.38,-80.13754847,25.91274442,0,0,1,N,0.1400278,65,65,11,145,145,90.90504,0,9999.99,3.22,3.347,2,9,25.6,0,25.60000038,37.28,1538.22212,2/4/22,16:19:13,22.39,56.05,37.28,1.205,7.75,-43.8,-5.5,-1.5,-2064,83.9,5.87,12.4,
25.91274934,-80.13772468,44:06.4,2/4/22,5,1.25,89.7,-7.155757217,1.78,92.9,87.23,1.2,-5.26,27.5,0.01,3.21,3.22,91,26,504.2,16.3,-1.6,D,1288.9,2,17.632,1,1.24,156,91.78,-80.13754847,25.91274442,0,0,1,N,8.69E-03,64,64,11,145,145,91.72484,0,9999.99,3.22,3.347,2,9,25.5,0,25.5,38.38,1539.17273,2/4/22,16:19:14,22.41,57.53,38.38,1.164,7.75,-43.8,-4.4,-3,-4014,83.5,5.8,12.4,
25.91274973,-80.13771737,44:07.4,2/4/22,5,1.025,88.97,-7.155757217,1.78,94.3,88.54,1.02,-1.09,27.5,0.01,3.22,3.23,91,26,504.2,16.3,-1.6,D,1296,2,16.903,1,1.24,156,92,-80.13754847,25.91274442,0,0,1,N,6.01E-02,63,63,11,142,142,92.23065,0,9999.99,3.23,3.357,2,9,25.5,0,25.5,37.83,1538.58067,2/4/22,16:19:16,22.38,56.79,37.83,1.177,7.75,-43.8,-4.3,-2.5,-1859,82.9,5.78,12.5,
25.91274997,-80.13771006,44:08.4,2/4/22,5,1.385,88.56,-7.155757217,1.78,95.5,89.67,0.88,-3.36,27.5,0.01,3.2,3.21,91,26,504.2,16.3,-1.6,D,1296,2,16.174,1,1.23,155,92.19,-80.13754847,25.91274442,0,0,1,N,0.1113482,62,62,11,139,139,92.59742,0,9999.99,3.21,3.337,2,9,25.5,0,25.5,37.83,1538.58067,2/4/22,16:19:16,22.38,56.79,37.83,1.177,7.75,-43.8,-4.3,-2.5,-1859,82.9,5.78,12.5,
25.91274964,-80.13770402,44:09.4,2/4/22,5,1.209,89.58,-7.155757217,1.78,96.3,90.42,1.18,-2.54,27.5,0,3.19,3.19,91,26,504.2,16.3,-1.6,D,1296,2,15.569,1,1.19,155,92.14,-80.13754847,25.91274442,0,0,1,N,0.0933574,64,64,11,135,135,92.46861,0,9999.99,3.2,3.327,2,9,25.5,0,25.5,38.94,1539.7759,2/4/22,16:19:17,22.4,58.26,38.94,1.163,7.75,-43.8,-3.5,-1,-1973,82.6,5.72,12.4,
25.91275005,-80.13769765,44:10.4,2/4/22,5,0.966,89.58,-7.155757217,1.78,97.4,91.45,1.09,-3.94,27.6,0.01,3.19,3.2,91,26,504.2,16.3,-1.5,D,1314.6,2,14.934,1,1.2,155,92.4,-80.13754847,25.91274442,0,0,1,N,0.1615622,64,64,11,133,133,92.95702,0,9999.99,3.2,3.327,2,9,25.5,0,25.5,39.26,1540.12102,2/4/22,16:19:19,22.41,58.68,39.26,1.157,7.75,-43.8,-4.7,-2.3,-2922,82,5.67,12.5,
25.91275094,-80.13769039,44:11.5,2/4/22,5,1.081,96.21,-7.155757217,1.78,98.4,92.38,1.3,-4.1,27.6,0,3.2,3.2,91,26,504.2,16.3,-1.5,D,1314.6,2,14.213,1,1.19,155,92.92,-80.13754847,25.91274442,0,0,1,N,0.2859235,65,65,11,133,133,93.84688,0,9999.99,3.21,3.337,2,9,25.4,0,25.5,39.26,1540.12102,2/4/22,16:19:19,22.41,58.68,39.26,1.157,7.75,-43.8,-4.7,-2.3,-2922,82,5.67,12.5,
25.91275003,-80.13768421,44:12.5,2/4/22,5,1.208,96.81,-7.155757217,1.78,99,92.94,1.36,-6.41,27.6,0.01,3.17,3.18,91,26,504.2,16.3,-1.5,D,1314.6,2,13.591,1,1.19,155,92.63,-80.13754847,25.91274442,0,0,1,N,0.2051307,65,65,11,128,128,93.26883,0,9999.99,3.18,3.307,2,9,25.4,0,25.39999962,38.51,1539.07957,2/4/22,16:19:21,22.42,57.69,38.51,1.164,7.75,-43.8,-5.2,-0.5,-3961,81.4,5.65,12.4,
25.91274905,-80.13767851,44:13.5,2/4/22,5,1.254,100.56,-7.155757217,1.78,99.5,93.41,0.89,-4.79,27.7,0.01,3.18,3.18,91,26,504.2,16.3,-1.5,D,1314.6,2,13.016,1,1.16,155,92.26,-80.13754847,25.91274442,0,0,1,N,0.1126589,62,62,11,124,124,92.60686,0,9999.99,3.19,3.317,2,9,25.4,0,25.39999962,37.16,1537.62452,2/4/22,16:19:22,22.43,55.9,37.16,1.199,7.76,-44.5,-3.4,0.3,-3256,81.2,5.68,12.6,
25.91274891,-80.13767166,44:14.5,2/4/22,5,1.125,100.56,-7.155757217,1.78,100,93.87,1.05,-4.52,27.6,0.01,3.17,3.17,91,26,504.2,16.3,-1.5,D,1312.9,2,12.331,1,1.14,155,92.32,-80.13754847,25.91274442,0,0,1,N,0.1191464,63,63,11,122,122,92.65324,0,9999.99,3.18,3.307,2,9,25.4,0,25.39999962,37.16,1537.62452,2/4/22,16:19:22,22.43,55.9,37.16,1.199,7.76,-44.5,-3.4,0.3,-3256,81.2,5.68,12.6,
25.91274861,-80.13766578,44:15.5,2/4/22,5,0.904,100.56,-7.155757217,1.78,100.4,94.25,0.84,-5.5,27.6,0.01,3.16,3.17,91,26,504.2,16.3,-1.5,D,1312.9,2,11.742,1,1.14,155,92.27,-80.13754847,25.91274442,0,0,1,N,0.1058432,62,62,11,120,120,92.55801,0,9999.99,3.17,3.297,2,9,25.4,0,25.39999962,37.93,1538.4544,2/4/22,16:19:23,22.44,56.93,37.93,1.164,7.75,-43.8,-4.8,-1.3,-1093,81,5.64,12.5,
25.91274855,-80.13765987,44:16.5,2/4/22,5,1.027,101.84,-7.155757217,1.78,100.5,94.34,1.29,-6.01,27.6,0.01,3.14,3.15,91,26,504.2,16.3,-1.5,D,1312.9,2,11.152,1,1.17,155,92.36,-80.13754847,25.91274442,0,0,1,N,0.1192902,65,65,11,121,121,92.6543,0,9999.99,3.15,3.277,2,9,25.3,0,25.29999924,37.57,1537.83149,2/4/22,16:19:25,22.45,56.44,37.57,1.167,7.75,-43.9,-3.9,-2.1,-4505,80.4,5.61,12.3,
25.91274768,-80.13765415,44:17.5,2/4/22,5,1.382,97.53,-7.155757217,1.78,101.5,95.27,1.02,-4.04,27.7,0,3.11,3.11,91,26,504.2,16.3,-1.5,D,1317.8,2,10.576,1,1.15,154,91.97,-80.13754847,25.91274442,0,0,1,N,3.96E-02,64,64,11,114,114,92.08343,0,9999.99,3.12,3.247,2,9,25.3,0,25.29999924,37.57,1537.83149,2/4/22,16:19:25,22.45,56.44,37.57,1.167,7.75,-43.9,-3.9,-2.1,-4505,80.4,5.61,12.3,
25.91274711,-80.13764817,44:18.5,2/4/22,5,0.952,97.53,-7.155757217,1.78,101.9,95.64,0.6,-4.57,27.7,0,3.08,3.08,91,26,504.2,16.3,-1.5,D,1317.8,2,9.976,1,1.14,154,91.72,-80.13754847,25.91274442,0,0,1,N,2.10E-03,60,60,11,110,110,91.78495,0,9999.99,3.09,3.217,2,9,25.3,0,25.29999924,37.29,1537.5288,2/4/22,16:19:27,22.46,56.07,37.29,1.137,7.75,-43.9,-4.1,0.1,-2867,79.9,5.58,12.3,
25.91274706,-80.13764248,44:19.5,2/4/22,5,0.753,97.53,-7.155757217,1.78,101.8,95.55,0.58,-2.36,27.7,0.01,3.03,3.04,91,26,504.2,16.3,-1.5,D,1317.8,2,9.408,1,1.17,154,91.79,-80.13754847,25.91274442,0,0,1,N,9.74E-03,60,60,11,112,112,91.86973,0,9999.99,3.04,3.167,2,9,25.3,0,25.29999924,37.29,1537.5288,2/4/22,16:19:27,22.46,56.07,37.29,1.137,7.75,-43.9,-4.1,0.1,-2867,79.9,5.58,12.3,
25.91274652,-80.13763619,44:20.5,2/4/22,5,1.19,98.9,-7.155757217,1.78,101.6,95.36,1.16,-6.01,27.7,0.01,3.04,3.04,91,26,504.2,16.3,-1.5,D,1317.8,2,8.777,1,1.14,154,91.53,-80.13754847,25.91274442,0,0,1,N,0.0311117,64,64,11,112,112,91.57718,0,9999.99,3.04,3.167,2,9,25.3,0,25.29999924,38.7,1539.05031,2/4/22,16:19:28,22.5,57.94,38.7,1.14,7.75,-43.8,-4.1,-2.1,-1915,79.6,5.51,12.5,
25.91274534,-80.13763087,44:21.5,2/4/22,5,1.169,101.66,-7.155757217,1.78,101.9,95.64,0.69,-2.97,27.6,0.01,2.82,2.83,91,25,504.2,16.3,-1.5,D,1332.7,2,8.242,1,1.13,154,90.71,-80.13754847,25.91274442,0,0,1,N,0.1471308,61,61,11,107,107,90.74635,0,9999.99,2.83,2.957,2,9,25.3,0,25.29999924,38.1,1538.40294,2/4/22,16:19:30,22.51,57.15,38.1,1.169,7.75,-44,-4,-6.6,-3204,79.3,5.51,12.5,
25.91274377,-80.13762507,44:22.5,2/4/22,5,1.075,101.66,-7.155757217,1.77,101,94.81,0.56,-3.96,27.7,0.01,2.82,2.83,91,25,504.2,16.3,-1.5,D,1332.7,2,7.662,1,1.13,154,89.46,-80.13754847,25.91274442,0,0,1,N,0.3064278,60,60,11,106,106,89.60652,0,9999.99,2.83,2.957,2,9,25.2,0,25.29999924,38.1,1538.40294,2/4/22,16:19:30,22.51,57.15,38.1,1.169,7.75,-44,-4,-6.6,-3204,79.3,5.51,12.5,
25.91274255,-80.13761944,44:23.5,2/4/22,5,0.93,101.66,-7.155757217,1.77,100.4,94.25,1.16,-6.26,27.7,0.01,2.82,2.83,91,25,504.2,16.3,-1.5,D,1332.7,2,7.102,1,1.12,154,88.32,-80.13754847,25.91274442,0,0,1,N,0.4239074,64,64,11,105,105,88.76689,0,9999.99,2.83,2.957,2,9,25.2,0,25.20000076,38.13,1538.19982,2/4/22,16:19:31,22.52,57.2,38.13,1.103,7.75,-44,-3.7,-4.2,-1515,79.1,5.49,12.5,
25.91274095,-80.13761556,44:24.5,2/4/22,5,0.898,101.66,-7.155757217,1.77,100.5,94.34,0.84,-3.88,27.7,0,2.8,2.8,91,25,504.1,16.3,-1.5,D,1334.4,2,6.721,1,1.12,154,86.7,-80.13754847,25.91274442,0,0,1,N,0.5902516,62,62,11,100,100,87.58038,0,9999.99,2.81,2.937,2,9,25.2,0,25.20000076,39.27,1539.43043,2/4/22,16:19:33,22.54,58.7,39.27,1.123,7.75,-43.7,-4.7,-2.1,-2452,78.7,5.43,12.4,
25.91273953,-80.13761171,44:25.5,2/4/22,5,1.1,101.66,-7.155757217,1.77,99.8,93.69,0.83,0.17,27.7,0,2.79,2.8,91,25,504.1,16.3,-1.5,D,1334.4,3,23.317,1,1.12,154,129.9,-80.13743286,25.91260502,0,0,1,N,0.7318922,64,64,11,202,202,111.9223,0,9999.99,2.8,2.927,2,9,25.2,0,25.20000076,39.27,1539.43043,2/4/22,16:19:33,22.54,58.7,39.27,1.123,7.75,-43.7,-4.7,-2.1,-2452,78.7,5.43,12.4,
25.9127391,-80.13760685,44:26.5,2/4/22,5,1.194,95.43,-7.155757217,1.77,100.3,94.15,0.93,2.59,27.7,0,2.78,2.79,91,25,504.1,16.3,-1.5,D,1334.4,3,22.915,1,1.11,154,130.59,-80.13743286,25.91260502,0,0,1,N,5.083327,63,63,11,229,229,119.3778,0,9999.99,2.79,2.917,2,9,25.2,0,25.20000076,37.44,1537.45487,2/4/22,16:19:34,22.53,56.28,37.44,1.134,7.75,-43.9,-4.4,5.4,-2722,78.6,5.47,12.5,
